Masse;Volts
0;-376.0
500.0;-412.5
1000.0;-415.5416666666667
1500.0;-416.65625
2000.0;-427.625
2500.0;-428.9930555555556
3000.0;-430.4067460317461
3500.0;-428.8420138888889
4000.0;-433.27623456790127
