Masse;Volts
0;-51.0
500.0;-284.0
1000.0;-326.3333333333333
1500.0;-371.0
2000.0;-402.6
2500.0;-392.3333333333333
3000.0;-395.0
3500.0;-410.25
4000.0;-423.44444444444446
