0,8.292310000000001e-05,0.0
0,8.156370491803278e-05,3.8712e-06
0,8.020430983606558e-05,1.53653e-05
0,7.884491475409838e-05,3.41331e-05
0,7.748551967213115e-05,5.96209e-05
0,7.612612459016395e-05,9.110729999999999e-05
0,7.476672950819673e-05,0.0001277464
0,7.34073344262295e-05,0.0001686084
0,7.20479393442623e-05,0.0002127128
0,7.068854426229509e-05,0.0002590486
0,6.932914918032787e-05,0.0003065806
0,6.796975409836066e-05,0.0003542434
0,6.661035901639345e-05,0.0004009273
0,6.525096393442623e-05,0.00044546420000000003
0,6.389156885245902e-05,0.0004866201
0,6.25321737704918e-05,0.0005231025000000001
0,6.11727786885246e-05,0.0005535862
0,5.981338360655738e-05,0.0005767604
0,5.8453988524590164e-05,0.0005913940000000001
0,5.7094593442622957e-05,0.000596412
0,5.573519836065574e-05,0.0005909742
0,5.437580327868853e-05,0.0005745444
0,5.301640819672131e-05,0.0005469379
0,5.16570131147541e-05,0.0005083398000000001
0,5.029761803278689e-05,0.00045928610000000003
0,4.8938222950819676e-05,0.0004006079
0,4.757882786885246e-05,0.0003333431
0,4.6219432786885254e-05,0.0002586248
0,4.486003770491804e-05,0.0001775595
0,4.3500642622950825e-05,9.111019999999999e-05
0,0.0,0.0
0,4.214124754098361e-05,-9.111019999999999e-05
0,4.3500642622950825e-05,-0.0001775595
0,4.486003770491804e-05,-0.0002586248
0,4.6219432786885254e-05,-0.0003333431
0,4.757882786885246e-05,-0.0004006079
0,4.8938222950819676e-05,-0.00045928610000000003
0,5.029761803278689e-05,-0.0005083398000000001
0,5.16570131147541e-05,-0.0005469379
0,5.301640819672131e-05,-0.0005745443000000001
0,5.437580327868853e-05,-0.0005909742
0,5.573519836065574e-05,-0.000596412
0,5.7094593442622957e-05,-0.0005913940000000001
0,5.8453988524590164e-05,-0.0005767604
0,5.981338360655738e-05,-0.0005535862
0,6.11727786885246e-05,-0.0005231025000000001
0,6.25321737704918e-05,-0.0004866201
0,6.389156885245902e-05,-0.00044546420000000003
0,6.525096393442623e-05,-0.0004009273
0,6.661035901639345e-05,-0.0003542434
0,6.796975409836066e-05,-0.0003065806
0,6.932914918032787e-05,-0.0002590486
0,7.068854426229509e-05,-0.0002127128
0,7.20479393442623e-05,-0.0001686084
0,7.34073344262295e-05,-0.0001277464
0,7.476672950819673e-05,-9.110729999999999e-05
0,7.612612459016395e-05,-5.96209e-05
0,7.748551967213115e-05,-3.41331e-05
0,7.884491475409838e-05,-1.53653e-05
0,8.020430983606558e-05,-3.8712e-06
